,gas_fuel_flow,hpc_eta,ngp,npt
2018-08-13 03:48:03+00:00,4639.59,0.79,85.42,81.88
2018-08-13 03:48:33+00:00,4643.05,0.79,85.5,81.97
2018-08-13 03:49:03+00:00,4644.28,0.79,85.52,82.09
2018-08-13 03:49:33+00:00,4643.5,0.79,85.52,82.04
2018-08-13 03:50:03+00:00,4642.19,0.79,85.48,81.97
2018-08-13 03:50:33+00:00,4645.34,0.79,85.54,81.98
2018-08-13 03:51:03+00:00,4647.17,0.79,85.58,82.06
2018-08-13 03:51:33+00:00,4648.66,0.79,85.6,81.89
2018-08-13 03:52:03+00:00,4649.28,0.79,85.64,82.02
2018-08-13 03:52:33+00:00,4651.42,0.79,85.66,82.03
2018-08-13 03:53:03+00:00,4651.91,0.79,85.66,82.09
2018-08-13 03:53:33+00:00,4650.16,0.79,85.62,81.95
2018-08-13 03:54:03+00:00,4653.02,0.79,85.68,82.02
2018-08-13 03:54:33+00:00,4653.1,0.79,85.68,81.99
2018-08-13 03:55:03+00:00,4655.14,0.79,85.72,81.96
2018-08-13 03:55:33+00:00,4655.71,0.79,85.74,82.07
2018-08-13 03:56:03+00:00,4658.17,0.79,85.76,81.87
2018-08-13 03:56:33+00:00,4656.0,0.79,85.72,81.9
2018-08-13 03:57:03+00:00,4656.94,0.79,85.76,82.04
2018-08-13 03:57:33+00:00,4659.55,0.79,85.8,82.01
2018-08-13 03:58:03+00:00,4662.24,0.79,85.84,81.88
2018-08-13 03:58:33+00:00,4661.27,0.79,85.84,81.9
2018-08-13 03:59:03+00:00,4660.71,0.79,85.82,82.15
2018-08-13 03:59:33+00:00,4663.56,0.79,85.88,82.02
2018-08-13 04:00:03+00:00,4663.91,0.79,85.88,82.0
2018-08-13 04:00:33+00:00,4563.0,0.79,84.02,81.95
2018-08-13 04:01:03+00:00,4564.39,0.79,84.04,81.91
2018-08-13 04:01:33+00:00,4569.59,0.79,84.14,82.2
2018-08-13 04:02:03+00:00,4567.01,0.79,84.1,81.96
2018-08-13 04:02:33+00:00,4566.02,0.79,84.1,82.27
2018-08-13 04:03:03+00:00,4565.99,0.79,84.08,82.02
2018-08-13 04:03:33+00:00,4572.24,0.79,84.2,82.09
2018-08-13 04:04:03+00:00,4571.52,0.79,84.16,81.92
2018-08-13 04:04:33+00:00,4571.66,0.79,84.18,81.85
2018-08-13 04:05:03+00:00,4571.0,0.79,84.18,81.94
2018-08-13 04:05:33+00:00,4572.14,0.79,84.18,81.91
2018-08-13 04:06:03+00:00,4576.85,0.79,84.26,82.04
2018-08-13 04:06:33+00:00,4574.28,0.79,84.24,82.06
2018-08-13 04:07:03+00:00,4575.84,0.79,84.24,82.06
2018-08-13 04:07:33+00:00,4578.71,0.79,84.32,82.06
2018-08-13 04:08:03+00:00,4579.88,0.79,84.36,82.08
2018-08-13 04:08:33+00:00,4579.59,0.79,84.34,81.87
2018-08-13 04:09:03+00:00,4580.43,0.79,84.34,82.02
2018-08-13 04:09:33+00:00,4582.0,0.79,84.36,81.91
2018-08-13 04:10:03+00:00,4582.05,0.79,84.36,81.93
2018-08-13 04:10:33+00:00,4583.06,0.79,84.42,82.14
2018-08-13 04:11:03+00:00,4582.34,0.79,84.36,82.0
2018-08-13 04:11:33+00:00,4588.59,0.79,84.5,82.08
2018-08-13 04:12:03+00:00,4588.32,0.79,84.48,82.08
2018-08-13 04:12:33+00:00,4586.77,0.79,84.44,81.83
2018-08-13 04:13:03+00:00,4589.27,0.79,84.5,82.1
2018-08-13 04:13:33+00:00,4588.5,0.79,84.5,81.92
2018-08-13 04:14:03+00:00,4589.96,0.79,84.52,81.9
2018-08-13 04:14:33+00:00,4591.63,0.79,84.54,81.97
2018-08-13 04:15:03+00:00,4592.92,0.79,84.58,82.04
2018-08-13 04:15:33+00:00,4594.5,0.79,84.62,82.14
2018-08-13 04:16:03+00:00,4593.44,0.79,84.58,81.94
2018-08-13 04:16:33+00:00,4595.63,0.79,84.62,81.99
2018-08-13 04:17:03+00:00,4598.19,0.79,84.66,81.93
2018-08-13 04:17:33+00:00,4598.86,0.79,84.68,81.88
2018-08-13 04:18:03+00:00,4598.15,0.79,84.66,81.91
2018-08-13 04:18:33+00:00,4600.69,0.79,84.7,81.9
2018-08-13 04:19:03+00:00,4599.35,0.79,84.7,81.86
2018-08-13 04:19:33+00:00,4602.98,0.79,84.76,81.88
2018-08-13 04:20:03+00:00,4601.84,0.79,84.76,82.05
2018-08-13 04:20:33+00:00,4603.5,0.79,84.76,81.97
2018-08-13 04:21:03+00:00,4602.61,0.79,84.76,82.02
2018-08-13 04:21:33+00:00,4605.29,0.79,84.8,82.14
2018-08-13 04:22:03+00:00,4606.04,0.79,84.82,81.84
2018-08-13 04:22:33+00:00,4605.62,0.79,84.8,82.0
2018-08-13 04:23:03+00:00,4608.24,0.79,84.86,81.95
2018-08-13 04:23:33+00:00,4609.47,0.79,84.86,81.84
2018-08-13 04:24:03+00:00,4607.32,0.79,84.84,81.94
2018-08-13 04:24:33+00:00,4610.92,0.79,84.9,81.95
2018-08-13 04:25:03+00:00,4609.83,0.79,84.9,82.14
2018-08-13 04:25:33+00:00,4614.32,0.79,84.96,82.22
2018-08-13 04:26:03+00:00,4612.51,0.79,84.94,82.03
2018-08-13 04:26:33+00:00,4613.66,0.79,84.96,81.84
2018-08-13 04:27:03+00:00,4616.05,0.79,84.98,81.81
2018-08-13 04:27:33+00:00,4617.97,0.79,85.04,82.12
2018-08-13 04:28:03+00:00,4617.15,0.79,85.02,81.96
2018-08-13 04:28:33+00:00,4621.9,0.79,85.1,81.9
2018-08-13 04:29:03+00:00,4618.11,0.79,85.04,82.11
2018-08-13 04:29:33+00:00,4621.97,0.79,85.1,81.9
2018-08-13 04:30:03+00:00,4621.43,0.79,85.1,82.17
2018-08-13 04:30:33+00:00,4621.0,0.79,85.1,82.07
2018-08-13 04:31:03+00:00,4626.39,0.79,85.16,81.76
2018-08-13 04:31:33+00:00,4623.61,0.79,85.14,81.93
2018-08-13 04:32:03+00:00,4626.78,0.79,85.2,81.95
2018-08-13 04:32:33+00:00,4624.48,0.79,85.14,81.91
2018-08-13 04:33:03+00:00,4628.5,0.79,85.22,81.96
2018-08-13 04:33:33+00:00,4630.62,0.79,85.28,82.11
2018-08-13 04:34:03+00:00,4628.53,0.79,85.22,81.88
2018-08-13 04:34:33+00:00,4631.15,0.79,85.28,82.02
2018-08-13 04:35:03+00:00,4630.76,0.79,85.28,82.11
2018-08-13 04:35:33+00:00,4632.21,0.79,85.3,82.1
2018-08-13 04:36:03+00:00,4634.66,0.79,85.34,81.88
2018-08-13 04:36:33+00:00,4635.04,0.79,85.36,82.14
2018-08-13 04:37:03+00:00,4636.98,0.79,85.38,81.99
2018-08-13 04:37:33+00:00,4636.4,0.79,85.38,82.16
2018-08-13 04:38:03+00:00,4637.19,0.79,85.38,81.96
2018-08-13 04:38:33+00:00,4639.24,0.79,85.44,82.08
2018-08-13 04:39:03+00:00,4639.56,0.79,85.42,82.0
2018-08-13 04:39:33+00:00,4639.74,0.79,85.44,82.03
2018-08-13 04:40:03+00:00,4643.08,0.79,85.5,81.95
2018-08-13 04:40:33+00:00,4643.99,0.79,85.52,82.0
2018-08-13 04:41:03+00:00,4643.81,0.79,85.52,81.87
2018-08-13 04:41:33+00:00,4645.01,0.79,85.54,82.0
2018-08-13 04:42:03+00:00,4644.2,0.79,85.52,82.01
2018-08-13 04:42:33+00:00,4646.66,0.79,85.56,82.1
2018-08-13 04:43:03+00:00,4646.77,0.79,85.56,82.07
2018-08-13 04:43:33+00:00,4648.44,0.79,85.6,82.05
2018-08-13 04:44:03+00:00,4650.07,0.79,85.62,82.05
2018-08-13 04:44:33+00:00,4648.28,0.79,85.6,82.02
2018-08-13 04:45:03+00:00,4650.76,0.79,85.62,81.86
2018-08-13 04:45:33+00:00,4652.05,0.79,85.66,81.85
2018-08-13 04:46:03+00:00,4654.99,0.79,85.72,82.0
2018-08-13 04:46:33+00:00,4656.42,0.79,85.74,81.91
2018-08-13 04:47:03+00:00,4657.92,0.79,85.76,82.16
2018-08-13 04:47:33+00:00,4656.58,0.79,85.76,82.01
2018-08-13 04:48:03+00:00,4655.1,0.79,85.72,82.0
2018-08-13 04:48:33+00:00,4657.55,0.79,85.76,82.02
2018-08-13 04:49:03+00:00,4659.1,0.79,85.8,82.12
2018-08-13 04:49:33+00:00,4659.56,0.79,85.8,81.99
2018-08-13 04:50:03+00:00,4660.59,0.79,85.82,82.04
2018-08-13 04:50:33+00:00,4661.76,0.79,85.86,81.97
2018-08-13 04:51:03+00:00,4665.71,0.79,85.9,81.83
2018-08-13 04:51:33+00:00,4661.52,0.79,85.84,81.88
2018-08-13 04:52:03+00:00,4663.65,0.79,85.9,81.98
2018-08-13 04:52:33+00:00,4564.12,0.79,84.06,82.14
2018-08-13 04:53:03+00:00,4564.71,0.79,84.02,81.89
2018-08-13 04:53:33+00:00,4566.31,0.79,84.08,82.14
2018-08-13 04:54:03+00:00,4567.86,0.79,84.12,82.22
2018-08-13 04:54:33+00:00,4568.22,0.79,84.12,82.03
2018-08-13 04:55:03+00:00,4570.62,0.79,84.16,82.05
2018-08-13 04:55:33+00:00,4570.95,0.79,84.16,82.02
2018-08-13 04:56:03+00:00,4572.06,0.79,84.2,81.88
2018-08-13 04:56:33+00:00,4572.5,0.79,84.2,82.0
2018-08-13 04:57:03+00:00,4572.34,0.79,84.2,82.03
2018-08-13 04:57:33+00:00,4572.42,0.79,84.2,81.81
2018-08-13 04:58:03+00:00,4575.71,0.79,84.26,82.1
2018-08-13 04:58:33+00:00,4572.04,0.79,84.2,81.89
2018-08-13 04:59:03+00:00,4579.54,0.79,84.32,81.99
2018-08-13 04:59:33+00:00,4577.69,0.79,84.32,82.14
2018-08-13 05:00:03+00:00,4579.13,0.79,84.32,81.97
2018-08-13 05:00:33+00:00,4580.17,0.79,84.34,82.3
2018-08-13 05:01:03+00:00,4582.37,0.79,84.38,81.98
2018-08-13 05:01:33+00:00,4582.6,0.79,84.38,81.92
2018-08-13 05:02:03+00:00,4585.23,0.79,84.42,81.87
2018-08-13 05:02:33+00:00,4587.31,0.79,84.46,81.96
2018-08-13 05:03:03+00:00,4583.37,0.79,84.4,82.05
2018-08-13 05:03:33+00:00,4587.23,0.79,84.46,82.12
2018-08-13 05:04:03+00:00,4587.65,0.79,84.48,82.07
2018-08-13 05:04:33+00:00,4588.71,0.79,84.48,81.91
2018-08-13 05:05:03+00:00,4588.53,0.79,84.48,81.98
2018-08-13 05:05:33+00:00,4589.58,0.79,84.5,81.97
2018-08-13 05:06:03+00:00,4592.68,0.79,84.58,81.95
2018-08-13 05:06:33+00:00,4594.78,0.79,84.6,81.97
2018-08-13 05:07:03+00:00,4590.75,0.79,84.56,82.03
2018-08-13 05:07:33+00:00,4593.51,0.79,84.58,82.03
2018-08-13 05:08:03+00:00,4595.31,0.79,84.64,82.18
2018-08-13 05:08:33+00:00,4596.21,0.79,84.64,82.11
2018-08-13 05:09:03+00:00,4595.78,0.79,84.62,81.86
2018-08-13 05:09:33+00:00,4598.14,0.79,84.66,81.88
2018-08-13 05:10:03+00:00,4600.39,0.79,84.72,81.96
2018-08-13 05:10:33+00:00,4600.45,0.79,84.72,82.02
2018-08-13 05:11:03+00:00,4599.65,0.78,84.68,81.64
2018-08-13 05:11:33+00:00,4601.53,0.79,84.74,82.15
2018-08-13 05:12:03+00:00,4600.74,0.79,84.7,82.06
2018-08-13 05:12:33+00:00,4602.61,0.79,84.76,81.8
2018-08-13 05:13:03+00:00,4605.36,0.79,84.78,81.86
2018-08-13 05:13:33+00:00,4605.84,0.79,84.8,81.74
2018-08-13 05:14:03+00:00,4606.2,0.79,84.84,82.04
2018-08-13 05:14:33+00:00,4604.65,0.79,84.78,81.99
2018-08-13 05:15:03+00:00,4607.44,0.79,84.86,82.1
2018-08-13 05:15:33+00:00,4609.81,0.79,84.88,82.03
2018-08-13 05:16:03+00:00,4611.21,0.79,84.92,82.14
2018-08-13 05:16:33+00:00,4612.65,0.79,84.94,81.9
2018-08-13 05:17:03+00:00,4611.89,0.79,84.92,81.99
2018-08-13 05:17:33+00:00,4612.13,0.79,84.92,82.07
2018-08-13 05:18:03+00:00,4613.23,0.79,84.94,81.94
2018-08-13 05:18:33+00:00,4615.58,0.79,85.0,81.98
2018-08-13 05:19:03+00:00,4616.16,0.79,85.0,82.06
2018-08-13 05:19:33+00:00,4618.33,0.79,85.04,81.96
2018-08-13 05:20:03+00:00,4618.05,0.79,85.04,81.97
2018-08-13 05:20:33+00:00,4620.63,0.79,85.08,82.11
2018-08-13 05:21:03+00:00,4621.8,0.79,85.1,82.01
2018-08-13 05:21:33+00:00,4621.68,0.79,85.1,82.09
2018-08-13 05:22:03+00:00,4624.64,0.79,85.16,82.05
2018-08-13 05:22:33+00:00,4622.88,0.79,85.14,81.95
2018-08-13 05:23:03+00:00,4624.13,0.79,85.16,82.08
2018-08-13 05:23:33+00:00,4624.82,0.79,85.16,81.97
2018-08-13 05:24:03+00:00,4626.25,0.79,85.18,81.98
2018-08-13 05:24:33+00:00,4627.55,0.79,85.2,81.87
2018-08-13 05:25:03+00:00,4626.4,0.79,85.2,81.89
2018-08-13 05:25:33+00:00,4627.12,0.79,85.22,82.01
2018-08-13 05:26:03+00:00,4629.13,0.79,85.24,81.77
2018-08-13 05:26:33+00:00,4629.85,0.79,85.26,82.11
2018-08-13 05:27:03+00:00,4632.55,0.79,85.3,81.89
2018-08-13 05:27:33+00:00,4633.03,0.79,85.32,82.19
2018-08-13 05:28:03+00:00,4632.47,0.79,85.3,81.87
2018-08-13 05:28:33+00:00,4632.8,0.79,85.32,82.14
2018-08-13 05:29:03+00:00,4634.87,0.79,85.36,82.1
2018-08-13 05:29:33+00:00,4638.33,0.79,85.42,82.03
2018-08-13 05:30:03+00:00,4635.67,0.79,85.36,81.94
2018-08-13 05:30:33+00:00,4637.7,0.79,85.38,81.9
2018-08-13 05:31:03+00:00,4639.05,0.79,85.42,82.0
2018-08-13 05:31:33+00:00,4639.37,0.79,85.42,81.86
2018-08-13 05:32:03+00:00,4641.66,0.79,85.46,81.89
2018-08-13 05:32:33+00:00,4643.17,0.79,85.5,81.9
2018-08-13 05:33:03+00:00,4644.62,0.79,85.52,82.12
2018-08-13 05:33:33+00:00,4645.19,0.79,85.52,81.89
2018-08-13 05:34:03+00:00,4641.95,0.79,85.48,82.03
2018-08-13 05:34:33+00:00,4645.49,0.79,85.52,82.06
2018-08-13 05:35:03+00:00,4648.63,0.79,85.6,82.0
2018-08-13 05:35:33+00:00,4649.06,0.79,85.6,82.01
2018-08-13 05:36:03+00:00,4647.14,0.79,85.58,81.97
2018-08-13 05:36:33+00:00,4650.32,0.79,85.62,81.95
2018-08-13 05:37:03+00:00,4650.52,0.79,85.64,82.11
2018-08-13 05:37:33+00:00,4651.59,0.79,85.68,82.18
2018-08-13 05:38:03+00:00,4652.37,0.79,85.66,82.02
2018-08-13 05:38:33+00:00,4654.81,0.79,85.7,81.98
2018-08-13 05:39:03+00:00,4656.75,0.79,85.74,81.92
2018-08-13 05:39:33+00:00,4655.03,0.79,85.72,82.13
2018-08-13 05:40:03+00:00,4657.21,0.79,85.76,82.12
2018-08-13 05:40:33+00:00,4660.0,0.79,85.82,82.14
2018-08-13 05:41:03+00:00,4655.78,0.79,85.76,82.13
2018-08-13 05:41:33+00:00,4658.94,0.79,85.8,82.08
2018-08-13 05:42:03+00:00,4662.55,0.79,85.84,81.91
2018-08-13 05:42:33+00:00,4662.66,0.79,85.86,82.03
2018-08-13 05:43:03+00:00,4661.97,0.79,85.84,82.05
2018-08-13 05:43:33+00:00,4664.14,0.79,85.88,81.99
2018-08-13 05:44:03+00:00,4663.57,0.79,85.88,82.01
2018-08-13 05:44:33+00:00,4566.3,0.79,84.08,81.94
2018-08-13 05:45:03+00:00,4565.42,0.79,84.08,82.07
2018-08-13 05:45:33+00:00,4566.78,0.79,84.1,82.0
2018-08-13 05:46:03+00:00,4566.83,0.79,84.08,81.94
2018-08-13 05:46:33+00:00,4568.48,0.79,84.12,81.96
2018-08-13 05:47:03+00:00,4569.78,0.79,84.16,81.97
2018-08-13 05:47:33+00:00,4570.03,0.79,84.16,82.0
2018-08-13 05:48:03+00:00,4570.16,0.79,84.14,82.01
2018-08-13 05:48:33+00:00,4574.44,0.79,84.22,82.03
2018-08-13 05:49:03+00:00,4573.02,0.79,84.22,82.01
2018-08-13 05:49:33+00:00,4576.8,0.79,84.28,82.08
2018-08-13 05:50:03+00:00,4574.41,0.79,84.22,81.77
2018-08-13 05:50:33+00:00,4576.56,0.79,84.26,82.12
2018-08-13 05:51:03+00:00,4576.07,0.79,84.24,81.83
2018-08-13 05:51:33+00:00,4576.32,0.79,84.26,81.96
2018-08-13 05:52:03+00:00,4578.39,0.79,84.3,81.95
2018-08-13 05:52:33+00:00,4578.51,0.79,84.3,81.84
2018-08-13 05:53:03+00:00,4579.78,0.79,84.34,81.92
2018-08-13 05:53:33+00:00,4582.0,0.79,84.38,82.12
2018-08-13 05:54:03+00:00,4584.21,0.79,84.4,82.07
2018-08-13 05:54:33+00:00,4583.83,0.79,84.4,82.08
2018-08-13 05:55:03+00:00,4585.79,0.79,84.44,81.88
2018-08-13 05:55:33+00:00,4584.51,0.79,84.42,81.97
2018-08-13 05:56:03+00:00,4588.91,0.79,84.5,82.02
2018-08-13 05:56:33+00:00,4587.13,0.79,84.48,82.09
2018-08-13 05:57:03+00:00,4589.41,0.79,84.52,82.19
2018-08-13 05:57:33+00:00,4590.56,0.79,84.54,82.06
2018-08-13 05:58:03+00:00,4590.07,0.79,84.52,81.88
2018-08-13 05:58:33+00:00,4591.83,0.79,84.56,82.03
2018-08-13 05:59:03+00:00,4592.02,0.79,84.56,82.0
2018-08-13 05:59:33+00:00,4593.07,0.79,84.58,82.09
2018-08-13 06:00:03+00:00,4594.49,0.79,84.6,81.92
2018-08-13 06:00:33+00:00,4597.89,0.79,84.66,81.9
2018-08-13 06:01:03+00:00,4596.67,0.79,84.62,81.79
2018-08-13 06:01:33+00:00,4598.55,0.79,84.66,81.92
2018-08-13 06:02:03+00:00,4599.27,0.79,84.68,81.81
2018-08-13 06:02:33+00:00,4601.98,0.79,84.74,81.94
2018-08-13 06:03:03+00:00,4601.02,0.79,84.72,82.04
2018-08-13 06:03:33+00:00,4600.51,0.79,84.7,81.86
2018-08-13 06:04:03+00:00,4603.69,0.79,84.76,81.95
2018-08-13 06:04:33+00:00,4602.75,0.79,84.76,82.0
2018-08-13 06:05:03+00:00,4602.71,0.79,84.76,81.98
2018-08-13 06:05:33+00:00,4605.17,0.79,84.8,81.92
2018-08-13 06:06:03+00:00,4606.51,0.79,84.84,82.07
2018-08-13 06:06:33+00:00,4608.22,0.79,84.88,81.91
2018-08-13 06:07:03+00:00,4606.73,0.79,84.84,81.92
2018-08-13 06:07:33+00:00,4608.98,0.79,84.9,81.96
2018-08-13 06:08:03+00:00,4612.0,0.79,84.94,82.04
2018-08-13 06:08:33+00:00,4613.0,0.79,84.94,81.95
2018-08-13 06:09:03+00:00,4613.03,0.79,84.94,82.08
2018-08-13 06:09:33+00:00,4611.69,0.79,84.92,81.99
2018-08-13 06:10:03+00:00,4615.21,0.79,85.0,82.06
2018-08-13 06:10:33+00:00,4615.47,0.79,85.0,82.05
2018-08-13 06:11:03+00:00,4617.39,0.79,85.02,82.14
2018-08-13 06:11:33+00:00,4618.36,0.79,85.04,81.97
2018-08-13 06:12:03+00:00,4619.1,0.79,85.06,82.07
2018-08-13 06:12:33+00:00,4621.5,0.79,85.08,81.81
2018-08-13 06:13:03+00:00,4622.8,0.79,85.12,82.03
2018-08-13 06:13:33+00:00,4621.82,0.79,85.12,81.98
2018-08-13 06:14:03+00:00,4621.61,0.79,85.12,82.21
2018-08-13 06:14:33+00:00,4624.38,0.79,85.14,81.98
2018-08-13 06:15:03+00:00,4625.41,0.79,85.18,81.99
2018-08-13 06:15:33+00:00,4625.18,0.79,85.16,81.85
2018-08-13 06:16:03+00:00,4627.88,0.79,85.22,82.09
2018-08-13 06:16:33+00:00,4625.87,0.79,85.2,82.18
2018-08-13 06:17:03+00:00,4627.93,0.79,85.24,82.05
2018-08-13 06:17:33+00:00,4629.4,0.79,85.26,82.06
2018-08-13 06:18:03+00:00,4631.04,0.79,85.26,81.75
2018-08-13 06:18:33+00:00,4633.34,0.79,85.3,81.8
2018-08-13 06:19:03+00:00,4632.16,0.79,85.3,82.06
2018-08-13 06:19:33+00:00,4632.63,0.79,85.3,81.88
2018-08-13 06:20:03+00:00,4634.88,0.79,85.36,81.94
2018-08-13 06:20:33+00:00,4634.67,0.79,85.34,81.99
2018-08-13 06:21:03+00:00,4636.87,0.79,85.38,82.05
2018-08-13 06:21:33+00:00,4639.78,0.79,85.42,82.02
2018-08-13 06:22:03+00:00,4639.01,0.79,85.4,81.98
2018-08-13 06:22:33+00:00,4637.65,0.79,85.4,81.94
2018-08-13 06:23:03+00:00,4641.25,0.79,85.46,81.9
2018-08-13 06:23:33+00:00,4641.98,0.79,85.48,81.92
2018-08-13 06:24:03+00:00,4644.22,0.79,85.5,81.89
2018-08-13 06:24:33+00:00,4641.16,0.79,85.46,82.02
2018-08-13 06:25:03+00:00,4642.8,0.79,85.48,81.95
2018-08-13 06:25:33+00:00,4643.71,0.79,85.52,82.14
2018-08-13 06:26:03+00:00,4644.73,0.79,85.52,82.12
2018-08-13 06:26:33+00:00,4647.75,0.79,85.58,81.93
2018-08-13 06:27:03+00:00,4646.17,0.79,85.58,82.17
2018-08-13 06:27:33+00:00,4647.2,0.79,85.58,81.92
2018-08-13 06:28:03+00:00,4649.22,0.79,85.64,82.28
2018-08-13 06:28:33+00:00,4651.09,0.79,85.64,81.97
2018-08-13 06:29:03+00:00,4649.89,0.79,85.64,82.21
2018-08-13 06:29:33+00:00,4652.22,0.79,85.66,81.96
2018-08-13 06:30:03+00:00,4650.67,0.79,85.64,82.02
2018-08-13 06:30:33+00:00,4653.94,0.79,85.7,82.02
2018-08-13 06:31:03+00:00,4655.18,0.79,85.72,81.93
2018-08-13 06:31:33+00:00,4656.22,0.79,85.72,82.01
2018-08-13 06:32:03+00:00,4656.82,0.79,85.76,82.18
2018-08-13 06:32:33+00:00,4660.14,0.79,85.8,81.91
2018-08-13 06:33:03+00:00,4658.26,0.79,85.78,81.94
2018-08-13 06:33:33+00:00,4660.02,0.79,85.8,82.09
2018-08-13 06:34:03+00:00,4660.33,0.79,85.8,81.89
2018-08-13 06:34:33+00:00,4661.03,0.79,85.82,82.08
2018-08-13 06:35:03+00:00,4664.37,0.79,85.9,82.09
2018-08-13 06:35:33+00:00,4664.95,0.79,85.92,82.23
2018-08-13 06:36:03+00:00,4564.05,0.79,84.04,81.95
2018-08-13 06:36:33+00:00,4562.88,0.79,84.04,82.01
2018-08-13 06:37:03+00:00,4568.71,0.79,84.12,82.01
2018-08-13 06:37:33+00:00,4569.0,0.79,84.14,82.08
2018-08-13 06:38:03+00:00,4568.78,0.79,84.14,81.97
2018-08-13 06:38:33+00:00,4569.13,0.79,84.12,81.8
2018-08-13 06:39:03+00:00,4570.11,0.79,84.18,82.22
2018-08-13 06:39:33+00:00,4571.71,0.79,84.18,81.89
2018-08-13 06:40:03+00:00,4572.86,0.79,84.2,81.97
2018-08-13 06:40:33+00:00,4576.06,0.79,84.24,81.87
2018-08-13 06:41:03+00:00,4574.64,0.79,84.24,81.97
2018-08-13 06:41:33+00:00,4573.76,0.79,84.22,82.03
2018-08-13 06:42:03+00:00,4575.44,0.79,84.24,81.9
2018-08-13 06:42:33+00:00,4576.03,0.79,84.26,81.9
2018-08-13 06:43:03+00:00,4577.66,0.79,84.3,82.03
2018-08-13 06:43:33+00:00,4579.71,0.79,84.34,81.96
2018-08-13 06:44:03+00:00,4579.01,0.79,84.32,82.1
2018-08-13 06:44:33+00:00,4581.14,0.79,84.36,82.06
2018-08-13 06:45:03+00:00,4583.12,0.79,84.38,81.92
2018-08-13 06:45:33+00:00,4581.42,0.79,84.38,82.12
2018-08-13 06:46:03+00:00,4582.37,0.79,84.38,81.97
2018-08-13 06:46:33+00:00,4583.46,0.79,84.4,81.9
2018-08-13 06:47:03+00:00,4584.07,0.79,84.42,82.08
2018-08-13 06:47:33+00:00,4584.0,0.79,84.42,81.98
2018-08-13 06:48:03+00:00,4589.67,0.79,84.52,82.03
2018-08-13 06:48:33+00:00,4589.15,0.79,84.5,81.8
2018-08-13 06:49:03+00:00,4587.13,0.79,84.46,82.0
2018-08-13 06:49:33+00:00,4593.06,0.79,84.58,81.97
2018-08-13 06:50:03+00:00,4593.12,0.79,84.56,81.91
2018-08-13 06:50:33+00:00,4591.9,0.79,84.54,81.87
2018-08-13 06:51:03+00:00,4590.6,0.79,84.54,82.02
2018-08-13 06:51:33+00:00,4596.36,0.79,84.64,81.7
2018-08-13 06:52:03+00:00,4591.99,0.79,84.56,82.02
2018-08-13 06:52:33+00:00,4597.44,0.79,84.66,82.02
2018-08-13 06:53:03+00:00,4598.6,0.78,84.66,82.02
2018-08-13 06:53:33+00:00,4598.57,0.79,84.66,82.05
2018-08-13 06:54:03+00:00,4600.68,0.79,84.72,81.88
2018-08-13 06:54:33+00:00,4600.07,0.79,84.72,82.08
2018-08-13 06:55:03+00:00,4600.31,0.79,84.72,82.01
2018-08-13 06:55:33+00:00,4602.37,0.79,84.74,82.06
2018-08-13 06:56:03+00:00,4604.37,0.79,84.8,81.96
2018-08-13 06:56:33+00:00,4604.39,0.79,84.8,82.13
2018-08-13 06:57:03+00:00,4603.32,0.79,84.76,81.91
2018-08-13 06:57:33+00:00,4604.77,0.79,84.8,82.05
2018-08-13 06:58:03+00:00,4606.9,0.79,84.82,81.93
2018-08-13 06:58:33+00:00,4609.19,0.79,84.88,82.08
2018-08-13 06:59:03+00:00,4611.88,0.79,84.92,82.1
2018-08-13 06:59:33+00:00,4610.41,0.79,84.88,81.9
2018-08-13 07:00:03+00:00,4610.09,0.79,84.9,82.06
2018-08-13 07:00:33+00:00,4607.31,0.79,84.86,81.87
2018-08-13 07:01:03+00:00,4612.04,0.79,84.92,81.83
2018-08-13 07:01:33+00:00,4613.03,0.79,84.94,82.11
2018-08-13 07:02:03+00:00,4614.47,0.79,84.98,82.04
2018-08-13 07:02:33+00:00,4614.64,0.79,84.98,82.01
2018-08-13 07:03:03+00:00,4619.53,0.79,85.06,81.97
2018-08-13 07:03:33+00:00,4619.41,0.79,85.06,81.84
2018-08-13 07:04:03+00:00,4616.38,0.79,85.0,81.9
2018-08-13 07:04:33+00:00,4618.73,0.79,85.08,82.2
2018-08-13 07:05:03+00:00,4620.29,0.79,85.06,81.88
2018-08-13 07:05:33+00:00,4621.52,0.79,85.1,82.07
2018-08-13 07:06:03+00:00,4620.9,0.79,85.1,82.13
2018-08-13 07:06:33+00:00,4627.33,0.79,85.2,82.08
2018-08-13 07:07:03+00:00,4625.98,0.79,85.18,81.91
2018-08-13 07:07:33+00:00,4626.08,0.79,85.2,82.22
2018-08-13 07:08:03+00:00,4623.51,0.79,85.14,82.04
2018-08-13 07:08:33+00:00,4627.2,0.79,85.22,81.93
2018-08-13 07:09:03+00:00,4629.04,0.79,85.26,82.13
2018-08-13 07:09:33+00:00,4629.72,0.79,85.24,82.03
2018-08-13 07:10:03+00:00,4630.72,0.79,85.28,82.1
2018-08-13 07:10:33+00:00,4631.61,0.79,85.28,82.08
2018-08-13 07:11:03+00:00,4632.11,0.79,85.3,81.94
2018-08-13 07:11:33+00:00,4631.79,0.79,85.28,81.97
2018-08-13 07:12:03+00:00,4634.72,0.79,85.36,82.07
2018-08-13 07:12:33+00:00,4634.58,0.79,85.34,82.01
2018-08-13 07:13:03+00:00,4636.34,0.79,85.38,81.96
