,gas_fuel_flow,hpc_eta,ngp,npt
2018-08-14 16:36:33+00:00,4599.28,0.79,84.7,82.02
2018-08-14 16:37:03+00:00,4603.29,0.79,84.76,82.07
2018-08-14 16:37:33+00:00,4601.66,0.79,84.72,81.88
2018-08-14 16:38:03+00:00,4603.48,0.79,84.76,82.01
2018-08-14 16:38:33+00:00,4601.12,0.79,84.72,81.84
2018-08-14 16:39:03+00:00,4605.86,0.79,84.8,82.05
2018-08-14 16:39:33+00:00,4604.56,0.79,84.78,82.13
2018-08-14 16:40:03+00:00,4607.59,0.79,84.86,81.96
2018-08-14 16:40:33+00:00,4609.12,0.79,84.9,82.05
2018-08-14 16:41:03+00:00,4607.76,0.79,84.84,81.9
2018-08-14 16:41:33+00:00,4608.43,0.79,84.86,81.91
2018-08-14 16:42:03+00:00,4611.61,0.79,84.92,82.16
2018-08-14 16:42:33+00:00,4611.52,0.79,84.9,81.94
2018-08-14 16:43:03+00:00,4614.65,0.79,84.96,81.89
2018-08-14 16:43:33+00:00,4614.78,0.79,84.98,81.84
2018-08-14 16:44:03+00:00,4615.32,0.79,85.0,82.06
2018-08-14 16:44:33+00:00,4616.77,0.79,85.0,82.14
2018-08-14 16:45:03+00:00,4616.98,0.79,85.02,82.07
2018-08-14 16:45:33+00:00,4616.02,0.79,85.0,82.0
2018-08-14 16:46:03+00:00,4618.35,0.79,85.04,81.96
2018-08-14 16:46:33+00:00,4620.6,0.79,85.06,81.83
2018-08-14 16:47:03+00:00,4622.41,0.79,85.14,82.11
2018-08-14 16:47:33+00:00,4621.93,0.79,85.1,81.97
2018-08-14 16:48:03+00:00,4622.98,0.79,85.12,82.08
2018-08-14 16:48:33+00:00,4623.48,0.79,85.14,82.01
2018-08-14 16:49:03+00:00,4624.01,0.79,85.14,81.91
2018-08-14 16:49:33+00:00,4624.05,0.79,85.14,81.99
2018-08-14 16:50:03+00:00,4626.61,0.79,85.18,81.84
2018-08-14 16:50:33+00:00,4627.75,0.79,85.2,81.94
2018-08-14 16:51:03+00:00,4626.01,0.79,85.18,81.88
2018-08-14 16:51:33+00:00,4629.29,0.79,85.24,81.93
2018-08-14 16:52:03+00:00,4630.88,0.79,85.26,81.96
2018-08-14 16:52:33+00:00,4629.1,0.79,85.24,81.84
2018-08-14 16:53:03+00:00,4633.2,0.79,85.32,82.08
2018-08-14 16:53:33+00:00,4635.6,0.79,85.36,81.97
2018-08-14 16:54:03+00:00,4634.07,0.79,85.36,82.19
2018-08-14 16:54:33+00:00,4633.69,0.79,85.32,81.91
2018-08-14 16:55:03+00:00,4636.26,0.79,85.38,82.14
2018-08-14 16:55:33+00:00,4637.36,0.79,85.4,81.97
2018-08-14 16:56:03+00:00,4637.57,0.79,85.4,82.02
2018-08-14 16:56:33+00:00,4639.8,0.79,85.44,81.97
2018-08-14 16:57:03+00:00,4640.71,0.79,85.46,82.07
2018-08-14 16:57:33+00:00,4642.62,0.79,85.5,81.97
2018-08-14 16:58:03+00:00,4642.05,0.79,85.48,81.97
2018-08-14 16:58:33+00:00,4642.93,0.79,85.5,81.84
2018-08-14 16:59:03+00:00,4642.02,0.79,85.48,81.97
2018-08-14 16:59:33+00:00,4644.26,0.79,85.56,82.16
2018-08-14 17:00:03+00:00,4645.52,0.79,85.54,82.02
2018-08-14 17:00:33+00:00,4645.41,0.79,85.54,82.01
2018-08-14 17:01:03+00:00,4649.1,0.79,85.62,82.03
2018-08-14 17:01:33+00:00,4650.36,0.79,85.64,82.15
2018-08-14 17:02:03+00:00,4649.0,0.79,85.64,81.98
2018-08-14 17:02:33+00:00,4650.71,0.79,85.62,81.84
2018-08-14 17:03:03+00:00,4652.28,0.79,85.66,82.03
2018-08-14 17:03:33+00:00,4651.59,0.79,85.66,82.19
2018-08-14 17:04:03+00:00,4653.17,0.79,85.68,81.9
2018-08-14 17:04:33+00:00,4654.85,0.79,85.72,82.04
2018-08-14 17:05:03+00:00,4656.49,0.79,85.76,81.95
2018-08-14 17:05:33+00:00,4656.38,0.79,85.74,82.17
2018-08-14 17:06:03+00:00,4659.27,0.79,85.78,81.83
2018-08-14 17:06:33+00:00,4658.74,0.79,85.8,82.01
2018-08-14 17:07:03+00:00,4658.95,0.79,85.8,82.04
2018-08-14 17:07:33+00:00,4662.1,0.79,85.84,81.89
2018-08-14 17:08:03+00:00,4662.46,0.79,85.84,81.83
2018-08-14 17:08:33+00:00,4661.34,0.79,85.84,81.96
2018-08-14 17:09:03+00:00,4663.87,0.79,85.88,82.15
2018-08-14 17:09:33+00:00,4663.45,0.79,85.88,82.14
2018-08-14 17:10:03+00:00,4566.25,0.79,84.08,82.0
2018-08-14 17:10:33+00:00,4564.04,0.79,84.04,81.88
2018-08-14 17:11:03+00:00,4567.03,0.79,84.1,82.2
2018-08-14 17:11:33+00:00,4566.65,0.79,84.08,82.1
2018-08-14 17:12:03+00:00,4567.37,0.79,84.1,81.93
2018-08-14 17:12:33+00:00,4568.09,0.79,84.12,82.03
2018-08-14 17:13:03+00:00,4569.4,0.79,84.16,82.1
2018-08-14 17:13:33+00:00,4570.57,0.79,84.16,81.98
2018-08-14 17:14:03+00:00,4570.96,0.79,84.18,82.2
2018-08-14 17:14:33+00:00,4573.62,0.79,84.22,82.01
2018-08-14 17:15:03+00:00,4574.31,0.79,84.22,81.97
2018-08-14 17:15:33+00:00,4574.72,0.79,84.26,82.22
2018-08-14 17:16:03+00:00,4575.81,0.79,84.26,82.05
2018-08-14 17:16:33+00:00,4577.69,0.79,84.3,81.99
2018-08-14 17:17:03+00:00,4577.64,0.79,84.3,82.03
2018-08-14 17:17:33+00:00,4579.49,0.79,84.34,81.99
2018-08-14 17:18:03+00:00,4578.22,0.79,84.3,81.78
2018-08-14 17:18:33+00:00,4580.6,0.79,84.36,81.97
2018-08-14 17:19:03+00:00,4581.74,0.79,84.38,81.91
2018-08-14 17:19:33+00:00,4582.69,0.79,84.4,82.0
2018-08-14 17:20:03+00:00,4582.93,0.79,84.38,81.89
2018-08-14 17:20:33+00:00,4584.86,0.79,84.42,81.98
2018-08-14 17:21:03+00:00,4585.15,0.79,84.42,81.81
2018-08-14 17:21:33+00:00,4587.09,0.79,84.46,82.11
2018-08-14 17:22:03+00:00,4586.2,0.79,84.46,82.06
2018-08-14 17:22:33+00:00,4590.4,0.79,84.52,82.14
2018-08-14 17:23:03+00:00,4587.75,0.79,84.48,82.11
2018-08-14 17:23:33+00:00,4589.22,0.79,84.52,82.13
2018-08-14 17:24:03+00:00,4592.69,0.79,84.58,82.07
2018-08-14 17:24:33+00:00,4592.05,0.79,84.56,81.99
2018-08-14 17:25:03+00:00,4592.87,0.79,84.58,82.06
2018-08-14 17:25:33+00:00,4595.63,0.79,84.62,81.92
2018-08-14 17:26:03+00:00,4593.87,0.79,84.58,81.95
2018-08-14 17:26:33+00:00,4595.79,0.79,84.64,81.93
2018-08-14 17:27:03+00:00,4595.92,0.79,84.62,81.91
2018-08-14 17:27:33+00:00,4598.18,0.79,84.68,81.86
2018-08-14 17:28:03+00:00,4600.37,0.79,84.7,81.99
2018-08-14 17:28:33+00:00,4600.74,0.79,84.7,82.0
2018-08-14 17:29:03+00:00,4603.24,0.79,84.76,82.05
2018-08-14 17:29:33+00:00,4605.39,0.79,84.8,82.26
2018-08-14 17:30:03+00:00,4603.82,0.79,84.78,81.97
2018-08-14 17:30:33+00:00,4606.09,0.79,84.82,82.0
2018-08-14 17:31:03+00:00,4606.06,0.79,84.82,81.91
2018-08-14 17:31:33+00:00,4604.45,0.79,84.8,82.17
2018-08-14 17:32:03+00:00,4607.92,0.79,84.86,81.95
2018-08-14 17:32:33+00:00,4607.67,0.79,84.86,82.15
2018-08-14 17:33:03+00:00,4610.53,0.79,84.9,81.9
2018-08-14 17:33:33+00:00,4610.33,0.79,84.9,82.04
2018-08-14 17:34:03+00:00,4610.51,0.79,84.9,81.79
2018-08-14 17:34:33+00:00,4612.28,0.79,84.92,81.9
2018-08-14 17:35:03+00:00,4613.2,0.79,84.94,82.1
2018-08-14 17:35:33+00:00,4615.76,0.79,85.0,81.94
2018-08-14 17:36:03+00:00,4614.64,0.79,84.96,81.91
2018-08-14 17:36:33+00:00,4616.91,0.79,85.0,81.95
2018-08-14 17:37:03+00:00,4618.92,0.79,85.04,81.88
2018-08-14 17:37:33+00:00,4618.13,0.79,85.04,82.06
2018-08-14 17:38:03+00:00,4618.44,0.79,85.04,82.06
2018-08-14 17:38:33+00:00,4619.89,0.79,85.08,82.01
2018-08-14 17:39:03+00:00,4619.96,0.79,85.08,82.04
2018-08-14 17:39:33+00:00,4622.46,0.79,85.1,81.79
2018-08-14 17:40:03+00:00,4621.71,0.79,85.1,81.99
2018-08-14 17:40:33+00:00,4626.23,0.79,85.2,82.02
2018-08-14 17:41:03+00:00,4623.62,0.79,85.14,82.02
2018-08-14 17:41:33+00:00,4626.2,0.79,85.18,82.03
2018-08-14 17:42:03+00:00,4626.49,0.79,85.2,82.06
2018-08-14 17:42:33+00:00,4627.15,0.79,85.2,81.84
2018-08-14 17:43:03+00:00,4628.71,0.79,85.22,81.93
2018-08-14 17:43:33+00:00,4629.76,0.79,85.26,82.17
2018-08-14 17:44:03+00:00,4628.97,0.79,85.24,82.02
2018-08-14 17:44:33+00:00,4630.85,0.79,85.28,81.98
2018-08-14 17:45:03+00:00,4634.71,0.79,85.34,81.89
2018-08-14 17:45:33+00:00,4632.2,0.79,85.32,81.79
2018-08-14 17:46:03+00:00,4633.45,0.79,85.32,82.06
2018-08-14 17:46:33+00:00,4636.42,0.79,85.36,82.0
2018-08-14 17:47:03+00:00,4634.15,0.79,85.36,82.16
2018-08-14 17:47:33+00:00,4634.34,0.79,85.34,82.01
2018-08-14 17:48:03+00:00,4637.87,0.79,85.42,82.13
2018-08-14 17:48:33+00:00,4638.11,0.79,85.42,82.03
2018-08-14 17:49:03+00:00,4639.97,0.79,85.44,82.05
2018-08-14 17:49:33+00:00,4643.51,0.79,85.5,81.95
2018-08-14 17:50:03+00:00,4641.28,0.79,85.46,81.96
2018-08-14 17:50:33+00:00,4642.77,0.79,85.5,81.99
2018-08-14 17:51:03+00:00,4644.09,0.79,85.52,81.89
2018-08-14 17:51:33+00:00,4645.02,0.79,85.54,82.04
2018-08-14 17:52:03+00:00,4647.7,0.79,85.58,81.94
2018-08-14 17:52:33+00:00,4646.12,0.79,85.56,82.02
2018-08-14 17:53:03+00:00,4647.6,0.79,85.58,81.87
2018-08-14 17:53:33+00:00,4648.42,0.79,85.58,81.91
2018-08-14 17:54:03+00:00,4651.63,0.79,85.66,81.99
2018-08-14 17:54:33+00:00,4648.7,0.79,85.62,81.92
2018-08-14 17:55:03+00:00,4650.86,0.79,85.64,81.97
2018-08-14 17:55:33+00:00,4652.97,0.79,85.68,82.23
2018-08-14 17:56:03+00:00,4654.47,0.79,85.7,81.85
2018-08-14 17:56:33+00:00,4656.07,0.79,85.74,82.07
2018-08-14 17:57:03+00:00,4656.77,0.79,85.74,81.97
2018-08-14 17:57:33+00:00,4658.06,0.78,85.76,81.9
2018-08-14 17:58:03+00:00,4658.62,0.79,85.78,82.15
2018-08-14 17:58:33+00:00,4663.86,0.79,85.88,82.04
2018-08-14 17:59:03+00:00,4660.93,0.79,85.82,82.18
2018-08-14 17:59:33+00:00,4660.95,0.79,85.84,81.8
2018-08-14 18:00:03+00:00,4660.21,0.79,85.8,82.02
2018-08-14 18:00:33+00:00,4663.27,0.79,85.86,81.79
2018-08-14 18:01:03+00:00,4666.37,0.79,85.92,81.92
2018-08-14 18:01:33+00:00,4664.2,0.79,85.88,81.88
2018-08-14 18:02:03+00:00,4564.85,0.79,84.06,82.05
2018-08-14 18:02:33+00:00,4564.98,0.79,84.06,81.96
2018-08-14 18:03:03+00:00,4565.62,0.79,84.06,81.81
2018-08-14 18:03:33+00:00,4568.13,0.79,84.1,81.81
2018-08-14 18:04:03+00:00,4568.53,0.79,84.12,81.9
2018-08-14 18:04:33+00:00,4568.88,0.79,84.14,82.11
2018-08-14 18:05:03+00:00,4568.13,0.79,84.12,82.0
2018-08-14 18:05:33+00:00,4569.33,0.79,84.12,82.02
2018-08-14 18:06:03+00:00,4570.89,0.79,84.18,82.05
2018-08-14 18:06:33+00:00,4575.57,0.79,84.26,82.13
2018-08-14 18:07:03+00:00,4572.72,0.79,84.2,81.93
2018-08-14 18:07:33+00:00,4574.37,0.79,84.22,81.98
2018-08-14 18:08:03+00:00,4576.14,0.79,84.26,81.97
2018-08-14 18:08:33+00:00,4578.64,0.79,84.3,81.91
2018-08-14 18:09:03+00:00,4577.08,0.79,84.3,82.12
2018-08-14 18:09:33+00:00,4579.35,0.79,84.32,81.78
2018-08-14 18:10:03+00:00,4581.44,0.79,84.36,82.01
2018-08-14 18:10:33+00:00,4581.39,0.79,84.36,82.06
2018-08-14 18:11:03+00:00,4583.0,0.79,84.4,82.12
2018-08-14 18:11:33+00:00,4584.04,0.79,84.42,82.13
2018-08-14 18:12:03+00:00,4580.81,0.79,84.36,81.98
2018-08-14 18:12:33+00:00,4583.73,0.79,84.4,81.87
2018-08-14 18:13:03+00:00,4586.2,0.79,84.44,81.98
2018-08-14 18:13:33+00:00,4588.47,0.79,84.48,82.01
2018-08-14 18:14:03+00:00,4588.19,0.79,84.5,82.05
2018-08-14 18:14:33+00:00,4589.62,0.79,84.52,81.9
2018-08-14 18:15:03+00:00,4590.06,0.79,84.52,81.89
2018-08-14 18:15:33+00:00,4590.77,0.79,84.54,81.89
2018-08-14 18:16:03+00:00,4592.32,0.79,84.56,81.97
2018-08-14 18:16:33+00:00,4590.69,0.79,84.52,82.05
2018-08-14 18:17:03+00:00,4594.97,0.79,84.6,82.07
2018-08-14 18:17:33+00:00,4592.97,0.79,84.58,81.95
2018-08-14 18:18:03+00:00,4596.64,0.79,84.66,82.04
2018-08-14 18:18:33+00:00,4598.7,0.79,84.68,81.97
2018-08-14 18:19:03+00:00,4599.09,0.79,84.7,82.18
2018-08-14 18:19:33+00:00,4599.79,0.79,84.7,82.07
2018-08-14 18:20:03+00:00,4601.07,0.79,84.72,82.22
2018-08-14 18:20:33+00:00,4600.7,0.79,84.72,82.09
2018-08-14 18:21:03+00:00,4600.87,0.79,84.72,81.97
2018-08-14 18:21:33+00:00,4601.41,0.79,84.74,82.05
2018-08-14 18:22:03+00:00,4601.22,0.79,84.72,81.92
2018-08-14 18:22:33+00:00,4605.84,0.79,84.8,81.97
2018-08-14 18:23:03+00:00,4604.11,0.79,84.78,81.94
2018-08-14 18:23:33+00:00,4603.93,0.79,84.78,81.96
2018-08-14 18:24:03+00:00,4609.5,0.79,84.88,82.1
2018-08-14 18:24:33+00:00,4609.59,0.78,84.86,82.04
2018-08-14 18:25:03+00:00,4607.9,0.79,84.84,81.98
2018-08-14 18:25:33+00:00,4609.35,0.79,84.86,81.93
2018-08-14 18:26:03+00:00,4609.56,0.79,84.86,81.91
2018-08-14 18:26:33+00:00,4610.27,0.79,84.9,81.93
2018-08-14 18:27:03+00:00,4612.98,0.79,84.94,81.84
2018-08-14 18:27:33+00:00,4616.57,0.79,85.0,81.91
2018-08-14 18:28:03+00:00,4614.63,0.79,84.98,81.98
2018-08-14 18:28:33+00:00,4616.11,0.79,84.98,81.83
2018-08-14 18:29:03+00:00,4615.01,0.79,85.0,82.03
2018-08-14 18:29:33+00:00,4619.04,0.79,85.06,82.09
2018-08-14 18:30:03+00:00,4619.84,0.79,85.08,82.03
2018-08-14 18:30:33+00:00,4617.28,0.79,85.04,82.05
2018-08-14 18:31:03+00:00,4619.33,0.79,85.08,81.98
2018-08-14 18:31:33+00:00,4618.52,0.79,85.06,82.14
2018-08-14 18:32:03+00:00,4619.29,0.79,85.06,81.97
2018-08-14 18:32:33+00:00,4622.29,0.79,85.1,81.97
2018-08-14 18:33:03+00:00,4625.68,0.79,85.16,81.89
2018-08-14 18:33:33+00:00,4624.78,0.79,85.16,81.95
2018-08-14 18:34:03+00:00,4623.94,0.79,85.14,81.96
2018-08-14 18:34:33+00:00,4627.31,0.79,85.2,81.98
2018-08-14 18:35:03+00:00,4628.2,0.79,85.22,82.12
2018-08-14 18:35:33+00:00,4627.82,0.79,85.22,82.09
2018-08-14 18:36:03+00:00,4631.84,0.79,85.3,81.88
2018-08-14 18:36:33+00:00,4632.77,0.79,85.28,81.79
2018-08-14 18:37:03+00:00,4634.7,0.79,85.34,82.03
2018-08-14 18:37:33+00:00,4635.9,0.79,85.36,81.93
2018-08-14 18:38:03+00:00,4634.84,0.79,85.36,82.09
2018-08-14 18:38:33+00:00,4635.41,0.79,85.36,82.11
2018-08-14 18:39:03+00:00,4636.67,0.79,85.4,82.09
2018-08-14 18:39:33+00:00,4636.1,0.79,85.38,82.0
2018-08-14 18:40:03+00:00,4638.59,0.79,85.42,82.03
2018-08-14 18:40:33+00:00,4640.03,0.79,85.44,82.12
2018-08-14 18:41:03+00:00,4641.63,0.79,85.48,82.04
2018-08-14 18:41:33+00:00,4641.88,0.79,85.48,82.03
2018-08-14 18:42:03+00:00,4643.59,0.79,85.5,81.87
2018-08-14 18:42:33+00:00,4642.68,0.79,85.5,81.9
2018-08-14 18:43:03+00:00,4644.46,0.79,85.52,81.99
2018-08-14 18:43:33+00:00,4645.71,0.79,85.54,81.88
2018-08-14 18:44:03+00:00,4647.98,0.79,85.6,81.95
2018-08-14 18:44:33+00:00,4647.5,0.79,85.56,81.8
2018-08-14 18:45:03+00:00,4646.28,0.79,85.54,82.02
2018-08-14 18:45:33+00:00,4651.42,0.79,85.64,82.04
2018-08-14 18:46:03+00:00,4650.08,0.79,85.62,81.97
2018-08-14 18:46:33+00:00,4649.59,0.79,85.62,81.96
2018-08-14 18:47:03+00:00,4652.94,0.79,85.68,82.05
2018-08-14 18:47:33+00:00,4656.05,0.79,85.72,81.82
2018-08-14 18:48:03+00:00,4656.11,0.79,85.72,81.86
2018-08-14 18:48:33+00:00,4655.81,0.79,85.74,82.1
2018-08-14 18:49:03+00:00,4658.11,0.79,85.8,82.11
2018-08-14 18:49:33+00:00,4655.26,0.79,85.72,82.01
2018-08-14 18:50:03+00:00,4657.21,0.79,85.72,81.83
2018-08-14 18:50:33+00:00,4657.46,0.79,85.76,81.97
2018-08-14 18:51:03+00:00,4659.92,0.79,85.82,82.09
2018-08-14 18:51:33+00:00,4661.01,0.79,85.84,81.97
2018-08-14 18:52:03+00:00,4660.18,0.79,85.82,82.0
2018-08-14 18:52:33+00:00,4660.52,0.79,85.84,82.13
2018-08-14 18:53:03+00:00,4662.46,0.79,85.84,82.16
2018-08-14 18:53:33+00:00,4665.86,0.79,85.92,82.07
2018-08-14 18:54:03+00:00,4566.33,0.79,84.1,82.14
2018-08-14 18:54:33+00:00,4566.71,0.79,84.1,81.98
2018-08-14 18:55:03+00:00,4568.31,0.79,84.12,82.08
2018-08-14 18:55:33+00:00,4567.96,0.79,84.12,81.97
2018-08-14 18:56:03+00:00,4567.58,0.79,84.12,82.04
2018-08-14 18:56:33+00:00,4569.07,0.79,84.14,81.95
2018-08-14 18:57:03+00:00,4570.56,0.79,84.16,82.02
2018-08-14 18:57:33+00:00,4572.06,0.79,84.18,81.91
2018-08-14 18:58:03+00:00,4575.13,0.79,84.26,82.02
2018-08-14 18:58:33+00:00,4570.94,0.79,84.18,82.11
2018-08-14 18:59:03+00:00,4573.39,0.79,84.22,81.87
2018-08-14 18:59:33+00:00,4575.77,0.79,84.26,82.02
2018-08-14 19:00:03+00:00,4578.18,0.79,84.3,82.02
2018-08-14 19:00:33+00:00,4577.71,0.79,84.28,81.87
2018-08-14 19:01:03+00:00,4579.44,0.79,84.32,82.09
2018-08-14 19:01:33+00:00,4579.68,0.79,84.34,81.99
2018-08-14 19:02:03+00:00,4579.29,0.79,84.32,81.91
2018-08-14 19:02:33+00:00,4580.5,0.79,84.34,82.08
2018-08-14 19:03:03+00:00,4582.08,0.79,84.36,81.85
2018-08-14 19:03:33+00:00,4583.23,0.79,84.38,81.87
2018-08-14 19:04:03+00:00,4584.74,0.79,84.42,81.82
2018-08-14 19:04:33+00:00,4585.89,0.79,84.44,81.92
2018-08-14 19:05:03+00:00,4583.67,0.79,84.42,82.03
2018-08-14 19:05:33+00:00,4588.62,0.79,84.5,82.11
2018-08-14 19:06:03+00:00,4588.2,0.79,84.48,81.85
2018-08-14 19:06:33+00:00,4588.95,0.79,84.5,81.93
2018-08-14 19:07:03+00:00,4588.23,0.79,84.5,82.01
2018-08-14 19:07:33+00:00,4589.53,0.79,84.5,81.87
2018-08-14 19:08:03+00:00,4590.63,0.79,84.52,81.84
2018-08-14 19:08:33+00:00,4590.95,0.79,84.54,81.97
2018-08-14 19:09:03+00:00,4594.13,0.79,84.6,82.16
2018-08-14 19:09:33+00:00,4594.18,0.79,84.6,81.9
2018-08-14 19:10:03+00:00,4595.36,0.79,84.62,82.09
2018-08-14 19:10:33+00:00,4597.05,0.79,84.66,82.05
2018-08-14 19:11:03+00:00,4596.55,0.79,84.64,81.98
2018-08-14 19:11:33+00:00,4597.51,0.79,84.68,81.91
2018-08-14 19:12:03+00:00,4598.7,0.79,84.68,81.99
2018-08-14 19:12:33+00:00,4598.42,0.79,84.68,81.87
2018-08-14 19:13:03+00:00,4599.51,0.79,84.68,81.86
2018-08-14 19:13:33+00:00,4601.43,0.79,84.72,82.01
2018-08-14 19:14:03+00:00,4605.8,0.79,84.8,81.92
2018-08-14 19:14:33+00:00,4603.49,0.79,84.78,82.07
2018-08-14 19:15:03+00:00,4604.28,0.79,84.78,81.96
2018-08-14 19:15:33+00:00,4605.9,0.79,84.82,82.15
2018-08-14 19:16:03+00:00,4609.25,0.79,84.86,81.99
2018-08-14 19:16:33+00:00,4606.64,0.79,84.82,82.05
2018-08-14 19:17:03+00:00,4611.67,0.79,84.9,81.9
2018-08-14 19:17:33+00:00,4611.64,0.79,84.92,81.98
2018-08-14 19:18:03+00:00,4613.18,0.79,84.96,82.06
2018-08-14 19:18:33+00:00,4611.43,0.79,84.9,81.89
2018-08-14 19:19:03+00:00,4611.6,0.79,84.92,82.13
2018-08-14 19:19:33+00:00,4612.83,0.79,84.94,81.78
2018-08-14 19:20:03+00:00,4613.04,0.79,84.96,81.91
2018-08-14 19:20:33+00:00,4616.53,0.79,85.0,81.96
2018-08-14 19:21:03+00:00,4617.68,0.79,85.02,81.99
2018-08-14 19:21:33+00:00,4617.8,0.79,85.04,81.93
2018-08-14 19:22:03+00:00,4620.59,0.79,85.1,81.95
2018-08-14 19:22:33+00:00,4619.35,0.79,85.06,82.11
2018-08-14 19:23:03+00:00,4622.64,0.79,85.12,81.93
2018-08-14 19:23:33+00:00,4624.73,0.79,85.14,81.9
2018-08-14 19:24:03+00:00,4622.36,0.79,85.12,82.06
2018-08-14 19:24:33+00:00,4624.13,0.79,85.14,81.75
2018-08-14 19:25:03+00:00,4623.11,0.79,85.12,81.93
2018-08-14 19:25:33+00:00,4624.89,0.79,85.16,82.01
2018-08-14 19:26:03+00:00,4626.64,0.79,85.2,81.94
2018-08-14 19:26:33+00:00,4626.26,0.79,85.18,81.91
2018-08-14 19:27:03+00:00,4630.95,0.79,85.28,82.07
2018-08-14 19:27:33+00:00,4629.06,0.79,85.22,81.73
2018-08-14 19:28:03+00:00,4630.93,0.79,85.28,82.0
2018-08-14 19:28:33+00:00,4633.66,0.79,85.34,82.16
2018-08-14 19:29:03+00:00,4632.6,0.79,85.3,82.22
2018-08-14 19:29:33+00:00,4632.92,0.79,85.3,81.99
2018-08-14 19:30:03+00:00,4635.14,0.79,85.36,82.0
2018-08-14 19:30:33+00:00,4634.76,0.79,85.36,81.91
2018-08-14 19:31:03+00:00,4636.57,0.79,85.38,82.03
2018-08-14 19:31:33+00:00,4635.9,0.79,85.36,82.24
2018-08-14 19:32:03+00:00,4639.24,0.79,85.4,81.96
2018-08-14 19:32:33+00:00,4641.02,0.79,85.46,81.95
2018-08-14 19:33:03+00:00,4640.47,0.79,85.46,82.0
2018-08-14 19:33:33+00:00,4641.04,0.79,85.46,82.13
2018-08-14 19:34:03+00:00,4640.83,0.79,85.46,81.89
2018-08-14 19:34:33+00:00,4643.39,0.79,85.5,82.06
2018-08-14 19:35:03+00:00,4643.79,0.79,85.52,82.07
2018-08-14 19:35:33+00:00,4644.73,0.79,85.52,81.87
2018-08-14 19:36:03+00:00,4645.83,0.79,85.56,81.8
2018-08-14 19:36:33+00:00,4649.02,0.79,85.6,81.94
2018-08-14 19:37:03+00:00,4649.88,0.79,85.6,81.9
2018-08-14 19:37:33+00:00,4650.13,0.79,85.64,82.02
2018-08-14 19:38:03+00:00,4652.0,0.79,85.66,81.84
2018-08-14 19:38:33+00:00,4651.77,0.79,85.66,82.22
2018-08-14 19:39:03+00:00,4653.06,0.79,85.68,81.98
2018-08-14 19:39:33+00:00,4654.9,0.79,85.72,82.04
2018-08-14 19:40:03+00:00,4654.27,0.79,85.7,82.1
2018-08-14 19:40:33+00:00,4655.99,0.79,85.74,81.92
2018-08-14 19:41:03+00:00,4656.05,0.79,85.74,82.06
2018-08-14 19:41:33+00:00,4654.66,0.79,85.72,82.11
2018-08-14 19:42:03+00:00,4659.73,0.79,85.8,82.04
2018-08-14 19:42:33+00:00,4661.26,0.79,85.84,82.06
2018-08-14 19:43:03+00:00,4659.84,0.79,85.8,81.99
2018-08-14 19:43:33+00:00,4660.91,0.79,85.82,82.2
2018-08-14 19:44:03+00:00,4663.27,0.79,85.88,82.24
2018-08-14 19:44:33+00:00,4660.2,0.79,85.82,81.94
2018-08-14 19:45:03+00:00,4662.98,0.79,85.86,81.92
2018-08-14 19:45:33+00:00,4566.03,0.79,84.08,81.98
2018-08-14 19:46:03+00:00,4565.57,0.79,84.06,82.08
2018-08-14 19:46:33+00:00,4566.25,0.79,84.08,81.92
2018-08-14 19:47:03+00:00,4566.06,0.79,84.12,82.13
2018-08-14 19:47:33+00:00,4566.68,0.79,84.1,82.13
2018-08-14 19:48:03+00:00,4568.7,0.79,84.14,82.1
2018-08-14 19:48:33+00:00,4570.87,0.79,84.16,82.05
2018-08-14 19:49:03+00:00,4572.8,0.79,84.2,82.03
2018-08-14 19:49:33+00:00,4572.11,0.79,84.18,81.95
2018-08-14 19:50:03+00:00,4573.04,0.79,84.2,81.99
2018-08-14 19:50:33+00:00,4574.35,0.79,84.2,81.86
2018-08-14 19:51:03+00:00,4574.89,0.79,84.26,82.01
2018-08-14 19:51:33+00:00,4573.53,0.79,84.22,81.95
2018-08-14 19:52:03+00:00,4576.81,0.79,84.26,81.87
2018-08-14 19:52:33+00:00,4580.25,0.79,84.34,81.93
2018-08-14 19:53:03+00:00,4578.9,0.79,84.3,81.9
2018-08-14 19:53:33+00:00,4581.29,0.79,84.36,82.0
2018-08-14 19:54:03+00:00,4581.58,0.79,84.38,81.9
2018-08-14 19:54:33+00:00,4580.54,0.79,84.36,82.1
2018-08-14 19:55:03+00:00,4580.01,0.79,84.34,82.11
2018-08-14 19:55:33+00:00,4584.73,0.79,84.42,81.94
2018-08-14 19:56:03+00:00,4584.41,0.79,84.42,81.89
2018-08-14 19:56:33+00:00,4584.77,0.79,84.42,81.93
2018-08-14 19:57:03+00:00,4587.27,0.79,84.48,82.0
2018-08-14 19:57:33+00:00,4586.0,0.79,84.46,82.22
2018-08-14 19:58:03+00:00,4588.64,0.79,84.48,81.88
2018-08-14 19:58:33+00:00,4590.84,0.79,84.54,82.04
2018-08-14 19:59:03+00:00,4589.21,0.79,84.5,81.98
2018-08-14 19:59:33+00:00,4593.33,0.79,84.58,82.1
2018-08-14 20:00:03+00:00,4591.72,0.79,84.54,82.09
2018-08-14 20:00:33+00:00,4592.78,0.79,84.56,81.91
2018-08-14 20:01:03+00:00,4593.87,0.79,84.58,81.95
2018-08-14 20:01:33+00:00,4596.19,0.79,84.64,82.23
